frame,time,H_star,H_star_delta,gradient2,centroid2,g_dot_U,Delta_g_dot_U,sampling_remainder,safety_modification_norm,hold_min_pair,hold_min_object_clearance
150,7.5,0.16676586546545047,-8.718398878326816e-05,0.0011817658191409868,0.011685499761506835,-0.0017403615298546174,-8.701807649273088e-05,-1.6591229053728557e-07,0.06430485077486679,0.4121309356064136,0.06750000000000433
155,7.75,0.16636019367370514,-7.404317293424612e-05,0.0011060212741395234,0.011223426870879374,-0.0014804440644371314,-7.402220322185658e-05,-2.096971238953237e-08,0.06505449101022102,0.4122836759971845,0.06750000000000078
160,8.0,0.16601424373676155,-6.643719291687944e-05,0.0010502557365130824,0.01088176224219406,-0.0013373757039287569,-6.686878519643784e-05,4.315922795584021e-07,0.07045022254108593,0.4123791967753114,0.0674999999999999
165,8.25,0.16568991874934835,-6.001692845214457e-05,0.00100909767129796,0.010621653109290476,-0.0012196459458203922,-6.098229729101961e-05,9.653688388750392e-07,0.0711962657153134,0.41267078180510025,0.0674999999999999
170,8.5,0.1653911844343514,-5.667017804356078e-05,0.0009780206247101185,0.010373106050894329,-0.001142741912753915,-5.713709563769575e-05,4.669175941349711e-07,0.07187548554285626,0.4135447438799452,0.0674999999999999
175,8.75,0.1651184881172303,-4.959678940075207e-05,0.0009561512213928173,0.010168298552566457,-0.0010234713057090843,-5.117356528545422e-05,1.5767758847021489e-06,0.07190192077079602,0.4148678420614168,0.0674999999999999
180,9.0,0.16488656714408934,-4.390191905745411e-05,0.0009421974585656016,0.010027146368847252,-0.0008604619051216336,-4.3023095256081687e-05,-8.78823801372422e-07,0.07616564986447012,0.4172615307807347,0.0674999999999999
185,9.25,0.16469029039883698,-3.2820575845748934e-05,0.0009334312377257981,0.009975915642214207,-0.0006906493921163292,-3.453246960581646e-05,1.7118937600675262e-06,0.07975344392200286,0.4195423803161543,0.0674999999999999
190,9.5,0.16453831291033771,-2.5336203216763664e-05,0.0009290689837790789,0.00999159315075153,-0.0005325050034523972,-2.662525017261986e-05,1.2890469558561962e-06,0.08363578354093552,0.4218140656516779,0.0674999999999999
195,9.75,0.16441319188047054,-2.2722524232188235e-05,0.0009307100543363397,0.01005446928518778,-0.0004562990050908333,-2.281495025454167e-05,9.242602235343372e-08,0.08288209931715726,0.4240291023751435,0.0674999999999999
200,10.0,0.1643024426212225,-1.8509692670143352e-05,0.0009353900827680233,0.01014842934344985,-0.000387271207129374,-1.9363560356468702e-05,8.538676863253507e-07,0.07995129154129868,0.4263767477905184,0.06749999999999945
205,10.25,0.16421027998800986,-1.853158304765401e-05,0.0009415310987019226,0.010260390583678588,-0.00037190232873306683,-1.8595116436653343e-05,6.353338899933275e-08,0.08370882691485544,0.42842228021837425,0.0674999999999999
210,10.5,0.1641200686317168,-1.8754513900987035e-05,0.0009469141042698809,0.010358156756346198,-0.0003588672425004641,-1.7943362125023206e-05,-8.111517759638295e-07,0.08621449414643283,0.4293053996889272,0.0674999999999999
215,10.75,0.1640270964825763,-1.8922074114025023e-05,0.0009526438471360552,0.010459708643583095,-0.00037220879170755445,-1.8610439585377725e-05,-3.116345286472979e-07,0.08674505773323869,0.4289948582783536,0.0674999999999999
220,11.0,0.1639423724439848,-1.5110762601855399e-05,0.0009580550419740373,0.010565644349617292,-0.00031204182438025876,-1.5602091219012938e-05,4.913286171575395e-07,0.08722230179513864,0.42930508033873566,0.0674999999999999
225,11.25,0.16387020602030233,-1.4077045720428671e-05,0.0009663963020600124,0.010699067620448173,-0.0002872564797199929,-1.4362823985999646e-05,2.8577826557097487e-07,0.08770284520235719,0.42899800446211617,0.0674999999999999
230,11.5,0.1638033832018051,-1.2477208765737657e-05,0.0009749531408523074,0.010833712273183544,-0.00024247528145293726,-1.2123764072646864e-05,-3.5344469309079357e-07,0.09072018704929417,0.4293110618464435,0.0674999999999999
235,11.75,0.1637372391083871,-1.251319329664824e-05,0.0009822571024884876,0.01094981155533693,-0.00024321877907808635,-1.2160938953904319e-05,-3.5225434274392084e-07,0.09117659019001899,0.42900633667903,0.0674999999999999
240,12.0,0.1636743147994979,-1.228796667573917e-05,0.0009897121423734971,0.011071395623991835,-0.00024813873984628993,-1.2406936992314497e-05,1.1897031657532632e-07,0.09167054664372222,0.42876409161679024,0.06749999999999945
245,12.25,0.16361718069501063,-1.0835823757160412e-05,0.0009960066047395074,0.011185909016991123,-0.00021753133040311521,-1.087656652015576e-05,4.074276299534862e-08,0.09196308513674684,0.43002858737129285,0.0674999999999999
250,12.5,0.1635624608123072,-1.1371703070750527e-05,0.0010018474194594784,0.011292937488285117,-0.00021897072552613564,-1.0948536276306783e-05,-4.2316679444374453e-07,0.09309623350340986,0.43169746313963847,0.0674999999999999
255,12.75,0.16351123156133918,-8.941423721875452e-06,0.0010066012380214615,0.01138913325937139,-0.00018248725630996875,-9.124362815498437e-06,1.829390936229849e-07,0.09344117173711762,0.4336335473866786,0.0674999999999999
260,13.0,0.16346681191671975,-8.295319936957313e-06,0.0010119759534535288,0.01149305035044626,-0.00016921258844926354,-8.460629422463177e-06,1.6530948550586451e-07,0.09385929298047972,0.4355799474713399,0.06750000000000034
265,13.25,0.16342536306937983,-7.91923424570129e-06,0.001017374432555574,0.011600993628087657,-0.00015755095335764598,-7.8775476678823e-06,-4.168657781899009e-08,0.09620033102241757,0.43727512538126345,0.06749999999999945
270,13.5,0.1633832487612159,-7.728343420110306e-06,0.001020984301577152,0.011680260289770128,-0.0001478707554947201,-7.393537774736005e-06,-3.348056453743011e-07,0.09653306602994181,0.4387829695541853,0.0674999999999999
275,13.75,0.16334477965588423,-7.37029480202267e-06,0.0010256305085251936,0.011777029511477232,-0.00013665292491769673,-6.832646245884837e-06,-5.376485561378327e-07,0.09683535415293949,0.43833133168683414,0.0674999999999999
280,14.0,0.16330917377431042,-6.556716547923003e-06,0.001030915187896495,0.011878238586940164,-0.00012382057678958025,-6.191028839479013e-06,-3.656877084439897e-07,0.09710840142298868,0.43813344809167776,0.06750000000000034
285,14.25,0.1632783534553024,-6.148406492600955e-06,0.0010357076631357322,0.011971513311663738,-0.00014277849245772042,-7.138924622886021e-06,9.90518130285066e-07,0.0974526858250894,0.4384263740264779,0.06749999999999945
290,14.5,0.16324857056741893,-5.685397622023913e-06,0.0010396815718561204,0.012052505249703428,-0.00012500039287124612,-6.250019643562306e-06,5.646220215383926e-07,0.0975838804694041,0.4393234988760909,0.0674999999999999
295,14.75,0.1632203332350861,-5.494425332042141e-06,0.0010434409173592821,0.01212855324317507,-0.00011611964479642942,-5.805982239821471e-06,3.115569077793298e-07,0.0977883924640543,0.4401063362798185,0.0674999999999999
300,15.0,0.16319143060282837,-6.488357827239e-06,0.001047075992400948,0.012204805462459013,-0.00012194650778854548,-6.0973253894272745e-06,-3.910324378117252e-07,0.09797114958387441,0.44078605571484,0.06750000000000034
305,15.25,0.16315861329817505,-6.605055573594143e-06,0.0010490936130077928,0.012238175280797903,-0.00011772103703285449,-5.886051851642725e-06,-7.190037219514184e-07,0.09959900915933508,0.4425917967283507,0.06794561221285411
310,15.5,0.16312922276266129,-5.5556166453918365e-06,0.0010511942509169548,0.012270806202378698,-0.00011357698357339178,-5.67884917866959e-06,1.2323253327775322e-07,0.09802852420424016,0.4443503448503603,0.06832569105786179
315,15.75,0.16310355080273453,-5.3536695074907215e-06,0.0010536670573293948,0.012317416228538554,-9.952351901119252e-05,-4.976175950559626e-06,-3.7749355693109515e-07,0.09817653871033671,0.44434591795723244,0.06864982687405696
320,16.0,0.16307730583246993,-5.102208957108445e-06,0.001056819499988808,0.01238015580083811,-9.653125715719117e-05,-4.826562857859559e-06,-2.756460992488862e-07,0.0983067256302227,0.4439705892571434,0.06892622008017257
325,16.25,0.16305603886092657,-4.331369468868473e-06,0.0010634893743628117,0.012487092725519087,-8.88241088379916e-05,-4.44120544189958e-06,1.0983597303110658e-07,0.09842080124691287,0.4435692885418855,0.06916187884534253
330,16.5,0.1630368541317344,-4.784867521090419e-06,0.0010721788660760351,0.012614298690845046,-8.826521172388994e-05,-4.413260586194497e-06,-3.716069348959219e-07,0.10164582664490357,0.4433524868996643,0.06936278970758636
335,16.75,0.16301799454158195,-3.2323636931508304e-06,0.0010799076221373878,0.012734291287661362,-7.406386902983301e-05,-3.7031934514916506e-06,4.708297583408202e-07,0.09954241183096803,0.44314908120728497,0.06953406453800293
340,17.0,0.163000549293973,-3.0014305208991843e-05,0.0010869532137020579,0.012849080975899102,-0.000632214242241239,-3.161071211206195e-05,1.5964069030701062e-06,0.08875870653908356,0.4429595632361672,0.06968006691279394
345,17.25,0.16284909978000117,-2.7698526180897076e-05,0.0010750087580599416,0.012415239343956006,-0.0005563411832727324,-2.781705916363662e-05,1.1853298273954469e-07,0.08618761177476361,0.4432409339786594,0.06980452062286169
350,17.5,0.16271980607421566,-2.4226520032977206e-05,0.0010689442105170624,0.012119716688105816,-0.00046700561936850266,-2.3350280968425133e-05,-8.762390645520728e-07,0.08631522585682196,0.4434207927269322,0.06991060273421468
355,17.75,0.1626110038591171,-2.123603701864596e-05,0.001066044957339982,0.011930049088893793,-0.00043410162126999,-2.17050810634995e-05,4.690440448535409e-07,0.08643059160658398,0.4436269837610046,0.07000102331858526
360,18.0,0.16251015066337882,-2.0243730430635765e-05,0.001064154002664788,0.011788099447421357,-0.0003615957132046742,-1.807978566023371e-05,-2.1639447704020545e-06,0.08653396974613123,0.4438069388249015,0.07056074035877913
365,18.25,0.16242791844098292,-1.685937395778936e-05,0.0010621668558593422,0.011696988871226225,-0.0003294489032518803,-1.6472445162594013e-05,-3.869287951953453e-07,0.08936390266533206,0.44404224378874657,0.07100028644121315
370,18.5,0.16234497739038067,-1.3920401010558692e-05,0.0010609741099036802,0.011623893479664003,-0.0002831846266889061,-1.4159231334445304e-05,2.388303238866124e-07,0.08944759709577167,0.4441760578284594,0.0714061224345861
375,18.75,0.1622831233015789,-1.3185902314694076e-05,0.001062281144475128,0.011631587124789424,-0.0002685147157472948,-1.342573578736474e-05,2.3983347267066385e-07,0.08961722696278701,0.4442846718488696,0.07078186572316779
380,19.0,0.16221879091293312,-1.1978642155296981e-05,0.0010598982375478161,0.011610113887997249,-0.0002406899434570915,-1.2034497172854576e-05,5.585501755759454e-08,0.08976924840463071,0.44439619460727114,0.07057893333212739
385,19.25,0.1621586388813525,-9.905502405427313e-06,0.0010591467658695312,0.011606854024355042,-0.0002284877098876939,-1.1424385494384696e-05,1.5188830889573823e-06,0.08990546530060087,0.44470466075385284,0.07061071723688439
390,19.5,0.16210566538753746,-1.0772726773744523e-05,0.00105797822429833,0.011599925764110322,-0.00020963486894789106,-1.0481743447394554e-05,-2.909833263499696e-07,0.09002750178017455,0.44487035437769923,0.07091949253082586
395,19.75,0.16205544440847675,-9.767260646276199e-06,0.0010567499809650078,0.011590903883607962,-0.00020150447024279726,-1.0075223512139863e-05,3.0796286586366415e-07,0.09013681904347769,0.445417378664501,0.07128008245023576
400,20.0,0.1620038090261504,-1.0343062999407238e-05,0.0010555069921437145,0.011577061013191899,-0.00018404034321285287,-9.202017160642644e-06,-1.141045838764594e-06,0.09023473085380516,0.44634107051924,0.07082308788644642
405,20.25,0.1619583557680584,-8.264600611429529e-06,0.001054163542623231,0.011564397977779337,-0.00017147288897098435,-8.573644448549219e-06,3.090438371196896e-07,0.09032241774687097,0.44742858865241275,0.07063008376869995
410,20.5,0.16191629462640433,-8.415419757934472e-06,0.0010545312071284232,0.011572006366496749,-0.00015716405540191502,-7.858202770095751e-06,-5.572169878387213e-07,0.09040094001793547,0.44831063954809347,0.07062522388846659
415,20.75,0.16187597542645937,-7.456472212119536e-06,0.0010553610301948023,0.011581033376749445,-0.00015327478277374763,-7.663739138687382e-06,2.07266926567846e-07,0.09047124955729488,0.4493592407881748,0.07083581181475296
420,21.0,0.16183740036401995,-8.046108972648014e-06,0.0010571718473383158,0.011608182080348585,-0.00014638820155238493,-7.319410077619247e-06,-7.26698895028767e-07,0.09053420060990794,0.44937438540617286,0.07116412525334503
425,21.25,0.16180193372565976,-6.961322823295646e-06,0.0010586855774686382,0.011633509501027855,-0.0001495400741491412,-7.47700370745706e-06,5.156808841614145e-07,0.09059055953674057,0.44932734417087844,0.07163082361917983
430,21.5,0.16176763657108761,-6.839548901904635e-06,0.0010595315309556935,0.011647840568461035,-0.0001485794876105142,-7.42897438052571e-06,5.894254786210752e-07,0.09064101365469533,0.4492745876212833,0.07250200957303754
435,21.75,0.16173386280041724,-7.087951728212971e-06,0.0010602926014894151,0.01166254207341595,-0.00013961808770002714,-6.9809043850013574e-06,-1.070473432116137e-07,0.09068617923018606,0.4492150663804134,0.07339155485910354
440,22.0,0.16169845755387424,-6.950292749774434e-06,0.0010609544815810715,0.011677280055879969,-0.00012864031801993234,-6.432015900996617e-06,-5.182768487778164e-07,0.09072660869779349,0.44914811066198557,0.07435098449458089
445,22.25,0.16166526465324882,-6.709410353300527e-06,0.0010614868423907014,0.011688954414078908,-0.0001334401120153912,-6.6720056007695606e-06,-3.7404752530966134e-08,0.09076279717210428,0.44890226912682424,0.07525366919932974
450,22.5,0.16162945631789705,-7.166591264207156e-06,0.001063679164784719,0.011712398216359748,-0.00013373256525829846,-6.686628262914923e-06,-4.799630012922327e-07,0.09079518831589482,0.44927385774897854,0.07566572538123939
455,22.75,0.16159811558993598,-5.5548621129553055e-06,0.0010667726179911807,0.011746848432377235,-0.00011928238568485809,-5.964119284242905e-06,4.0925717128759925e-07,0.09082417962418309,0.44952564724929905,0.07610608207414149
460,23.0,0.16157005883129738,-5.350005043203154e-06,0.001069422919844047,0.011777133089305194,-0.00011500407428452416,-5.750203714226208e-06,4.0019867102305364e-07,0.09085012717841544,0.44959893162492215,0.07656895061705793
465,23.25,0.16154397596091474,-5.501597917900725e-06,0.0010719688951278674,0.011807345492981191,-0.00011286764920688937,-5.643382460344468e-06,1.4178454244374373e-07,0.0908733499215632,0.4496683001993047,0.07708480230168657
470,23.5,0.16151725698888075,-4.789878211841625e-06,0.0010734290039444224,0.01182748237767738,-0.00010461029706598476,-5.230514853299238e-06,4.4063664145761283e-07,0.09089413350000795,0.4497807370124694,0.07769433354419597
475,23.75,0.16149192199882423,-5.159534134602239e-06,0.0010733213233501983,0.011833656136479137,-0.00011048759131061957,-5.524379565530979e-06,3.648454309287396e-07,0.09091273371441887,0.45012963405444906,0.07833734284024096
480,24.0,0.16146556245899735,-5.284502324842677e-06,0.0010702080784295985,0.011818570581880409,-0.00010084329270434154,-5.042164635217077e-06,-2.423376896255999e-07,0.0909293796180952,0.4511791636378631,0.07900789973945876
485,24.25,0.16143844301505528,-5.737574296116321e-06,0.001067133525255708,0.011803331649932329,-9.421238182766376e-05,-4.7106190913831886e-06,-1.0269552047331326e-06,0.09094427629788172,0.4522566417469728,0.07968279565030567
490,24.5,0.1614097892309878,-6.019093317322088e-06,0.0010638856351442637,0.011779509068349507,-0.00010995459833070695,-5.497729916535347e-06,-5.213634007867411e-07,0.09095760736904869,0.45287228270352214,0.08036089439646066
495,24.75,0.16138177994762648,-4.041007322097556e-06,0.001060585303993028,0.011756113450686154,-9.804569688183293e-05,-4.902284844091647e-06,8.612775219940912e-07,0.09214086034753971,0.4520690426017229,0.08102838542754842
500,25.0,0.16135957343181806,-4.318131140657044e-06,0.0010592909670387265,0.011754005065235827,-8.806673885657048e-05,-4.403336942828525e-06,8.520580217148026e-08,0.09224855564011411,0.45131049823609626,0.08174156496961249
505,25.25,0.16133866042804734,-4.333516710586238e-06,0.0010581389699862288,0.011754197447345327,-8.739990135479773e-05,-4.369995067739887e-06,3.647835715364896e-08,0.09234499882289152,0.45061792909302684,0.08233184030467251
510,25.5,0.16131721317156344,-3.909139867364075e-06,0.001057299622303505,0.011757238762227335,-9.018916515586645e-05,-4.509458257793323e-06,6.003183904292475e-07,0.09243135677641509,0.44993380621363466,0.08261288667852157
515,25.75,0.16129501181445205,-4.611181594782465e-06,0.0010567837593483279,0.011759404449394625,-9.02802786696313e-05,-4.514013933481565e-06,-9.716766130089999e-08,0.09250867717961739,0.44926367056658645,0.08286599870119547
520,26.0,0.16127255663712958,-3.867566741533324e-06,0.0010563980173566836,0.01176390189655284,-7.639309462518396e-05,-3.819654731259198e-06,-4.791201027412543e-08,0.09257790030687642,0.4486275096311014,0.08309377454440976
525,26.25,0.16125201381708965,-4.023386117824046e-06,0.0010562309594357047,0.011771015752604544,-7.522501779982986e-05,-3.761250889991493e-06,-2.621352278325529e-07,0.09150243433303105,0.4479947637940046,0.08343799299819984
530,26.5,0.16123291911767224,-3.778525403230759e-06,0.0010569713036145275,0.011791350026869056,-6.925329013931803e-05,-3.462664506965902e-06,-3.158608962648573e-07,0.0915551019137223,0.44736426128352924,0.08361519938223949
535,26.75,0.16121483796678726,-3.3386496489651307e-06,0.0010580894237434014,0.011817647169249313,-6.393593916572122e-05,-3.196796958286061e-06,-1.4185269067906968e-07,0.09160118703090461,0.4467475361298925,0.08377077958888172
540,27.0,0.16119897803924021,-3.038114737785591e-06,0.0010596139664034408,0.011849778988198383,-6.688256686558648e-05,-3.3441283432793242e-06,3.060136054937332e-07,0.09283531385860186,0.44613167828330086,0.08344901747404343
545,27.25,0.16118470623071213,-2.112448217683749e-06,0.0010615043692845652,0.011889221068329434,-5.587810058815973e-05,-2.793905029407987e-06,6.81456811724238e-07,0.0928702737161716,0.4455181902348093,0.08318695628275474
550,27.5,0.1611711011395225,-3.0597030531431813e-06,0.0010636189760279764,0.011931752436190116,-6.213281244633821e-05,-3.106640622316911e-06,4.693756917372957e-08,0.09175564357103044,0.44490774156264673,0.0830289926336718
555,27.75,0.1611564505908163,-1.8645232087166619e-06,0.0010655627344766051,0.011972095008515657,-3.945997635665438e-05,-1.972998817832719e-06,1.0847560911605731e-07,0.09297823683404685,0.44429712690114914,0.0829605409512082
560,28.0,0.16114299441057844,-3.2087699752825216e-06,0.001067750365508163,0.012014893440228748,-5.837625462963122e-05,-2.918812731481561e-06,-2.899572438009605e-07,0.09184911792060325,0.4437911630163599,0.08296538676492915
565,28.25,0.16112841016516644,-1.635777758579593e-06,0.0010696443899411137,0.012053940491417572,-3.4062522073999605e-05,-1.7031261036999804e-06,6.734834512038743e-08,0.09306472691802634,0.44328642723387707,0.08302505084931866
570,28.5,0.16111780710157086,-1.4311459088922618e-06,0.0010717439343161596,0.012095430686072802,-3.80555630299706e-05,-1.9027781514985302e-06,4.716322426062684e-07,0.09192399060466858,0.442782345310272,0.083075242424127
575,28.75,0.16110664798473762,-1.2058379057489077e-06,0.001074353278986786,0.01215002264802944,-3.924380871785815e-05,-1.9621904358929076e-06,7.563525301439999e-07,0.09313400292614363,0.4422785021049309,0.08321596389273012
580,29.0,0.1610978952515041,-2.0543994800892307e-06,0.0010786267601723258,0.012234825221119749,-5.3125745023746855e-05,-2.656287251187343e-06,6.018877710981122e-07,0.09328923218427042,0.4417745950366128,0.08322472370863387
585,29.25,0.16108626187584818,-4.438637648984667e-06,0.0010829135908030272,0.012318524373310678,-8.934521718144518e-05,-4.4672608590722595e-06,2.862321008759268e-08,0.09337840095646274,0.441270401699409,0.08308126417903772
590,29.5,0.16106605543493968,-4.1263334722430045e-06,0.0010838094032145074,0.012360361567505957,-8.715291833877306e-05,-4.357645916938654e-06,2.3131244469564915e-07,0.09350812645759675,0.44076575722384287,0.08351251520133385
595,29.75,0.16104794583180704,-4.045061180235621e-06,0.0010844199769511301,0.012400197471946539,-8.187161154766604e-05,-4.093580577383302e-06,4.851939714768146e-08,0.09357208016112412,0.4402605383653072,0.08402615100455257
599,29.950000000000003,0.1610340981901035,-2.9059801363029436e-06,0.001084891487676863,0.01243026131844395,-5.863139793848868e-05,-2.931569896924434e-06,2.558976062149045e-08,0.09366062045637004,0.4398558865103032,0.08439192696606668
